title,date,authors,isbn,description,collection,img,publisher,language,format,url
"21 Experimentos Cortitos","Junio 2014","Aleta Vidal","978-9-871-88387-5","ESTE LIBRO, RECOPILA UNA GRAN CANTIDAD DE HISTORIETAS CORTAS, PUBLICADAS EN DISTINTOS MEDIOS (REVISTAS, DIARIOS, INTERNET) ES UN ABANICO DE HISTORIAS Y ESTILOS. ALGUNAS CON UNA CUOTA MÁS HUMORÍSTICA, OTRAS CON UN TINTE MÁS REALISTA O ALGO DE FANTASÍA. ESCRITAS POR ALETA VIDAL, POR COLEGAS, AMIGOS O FAMILIA. TODAS LAS HISTORIETAS QUE INTEGRAN ESTE VOLUMEN TIENEN ALGO EN COMÚN. LA IMPRONTA DE ALETA VIDAL. TODAS TIENEN ESA CUOTA DE AMOR POR ESTE OFICIO. EN UN MUNDO DE LA HISTORIETA EN QUE PREDOMINA EL HOMBRE, ALETA VIDAL SE VA ABRIENDO CAMINO Y VA LOGRANDO, POCO A POCO, EL ESPACIO QUE MERECE. ESTO ME LLENA DE ALEGRÍA, NO SOLO POR ELLA QUE ES UNA GRAN ARTISTA. SINO POR NOSOTROS, SUS LECTORES. J.J.ROVELLA 21 EXPERIMENTOS CORTITOS $80 LLANTO DE MUDO","","https://i1.whakoom.com/small/31/21/275a67a527214a01a0b6789bcef6f04d.jpg","Llantodemudo","Español (Argentina)","Rústica 64 pp","https://www.whakoom.com/ediciones/553958/21_experimentos_cortitos-rustica_64_pp"
"21st Century Boys","23 de junio de 2020","Naoki Urasawa","84134-10-20-7, 978-8-413-41020-3","La historia de Amigo y todos sus compañeros emprende la recta final en esta serie limitada de dos volúmenes, en la que todas las dudas y enigmas que han rodeado a los 20th Century Boys se resolverán. Naoki Urusawa nos ofrece la conclusión de su opera magna, una serie de culto que ha cosechado éxitos de crítica y público por igual.","","https://i1.whakoom.com/small/22/15/3a2f9ef08cc4496fa5b98c5cdc942416.jpg","Planeta Cómic","Español (España)","Rústica 400 pp","https://www.whakoom.com/ediciones/523299/21st_century_boys-rustica_400_pp"
"21st Century Boys","27 de diciembre de 2024","Naoki Urasawa","979-1-387-54784-4","","","https://i1.whakoom.com/small/0c/22/78045cef85b348379dd48000f0a36e30.jpg","Ivrea Argentina","Español (Argentina)","Rústica con sobrecubierta","https://www.whakoom.com/ediciones/671981/21st_century_boys"
"2200. Las aventuras de Fran y Picky","15 de diciembre de 2015","Lain de Macías, Dani Blanc","978-8-494-44654-2","Planeta Tierra. Año 2200. Fran despierta, en un parque de atracciones abandonado, junto a un pájaro que habla llamado Picky. Juntos serán compañeros de aventuras en una historia original y divertida que te hará disfrutar al máximo del futuro.","","https://i1.whakoom.com/small/37/21/177bcaecd98641a1a7a91acf8851850b.jpg","Sallybooks","Español (España)","Cartoné. 50 pp","https://www.whakoom.com/ediciones/397212/2200_las_aventuras_de_fran_y_picky-cartone_50_pp"
"24 Horas","1985","Max, Equipo Butifarra, Carlos Azagra, Pasqual Ferry, Jordi Sempere, Rubén Pellejero, Tha, Juanjo Sarto, Francisco Pérez Navarro, Rafael Vaquer","84859-11-04-0, 978-8-485-91104-2","","","https://i1.whakoom.com/small/35/23/4555ebd5cde5475ba766731578e5bdd8.jpg","Ediciones Saco Roto","Español (España)","Rústica 48 pp","https://www.whakoom.com/ediciones/353797/24_horas-rustica_48_pp"
"24 horas en la Edad de Piedra","28 de octubre de 2021","Lan Cook, Laurent Kling","978-1-801-31186-1","Libro en formato cómic para descubrir cómo era la vida durante la Edad de Piedra de una forma dinámica y divertida. La historia sigue la vida de un cavernícola: dónde vive, cómo caza, qué come, cómo elabora las herramientas de piedra e incluso sus dotes artísticas en forma de pinturas rupestres","","https://i1.whakoom.com/small/26/0b/604bcb10d2974482a36cd4151edc6758.jpg","Usborne","Español (España)","Rústica 64 pp","https://www.whakoom.com/ediciones/617541/24_horas_en_la_edad_de_piedra-rustica_64_pp"
"25 Aniversario. Clásicos de Mortadelo y Filemón","Octubre 2011","Francisco Ibáñez","978-8-466-64963-6","Este libro contiene seis de los más celebrados títulos de Mortadelo y Filemón. Los tres primeros fueron publicados por primera vez en Editorial Bruguera, mientras que el resto constituye una muestra de su fructífera y larga relación con Ediciones B. El sulfato atómico (1969) Contra el Gang del Chicharrón (1969) Valor y... ¡al toro! (1970) ¡Pesadilla...! (1994) Cien años de cómic (1996) Mortadelo de la Mancha (2005) Seis títulos fundamentales de Mortadelo y Filemón justos por vez primera en un mismo libro.","","https://i1.whakoom.com/small/17/20/a8f40d38a81d4181bee77813170f3c96.jpg","Ediciones B","Español (España)","Cartoné 288 pp","https://www.whakoom.com/ediciones/79/25_aniversario_clasicos_de_mortadelo_y_filemon-cartone_288_pp"
"25 Años de Humor en El Periódico de Catalunya","2003","El Perich, El Roto, José Luis Martín, Nando, Martinmorales, Gila, Horacio Altuna, Oscar Nebreda, Ferreres, Ivà, Jaume Bach","473352003","","","https://i1.whakoom.com/small/2b/1b/aa9a2899ae41492d8418fedf9defb1ad.jpg","Ediciones Primera Plana","Español (España)","Cartoné 146 pp","https://www.whakoom.com/ediciones/587708/25_anos_de_humor_en_el_periodico_de_catalunya-cartone_146_pp"
"27","","Charles Soule, Renzo Podestá","978-9-874-59450-1","Edición argentina de la historieta publicada originalmente en Estados Unidos por el sello Shadowline Comics de Image Comics, recopilando la primera miniserie y la historia corta titulada Crossroad Blues (el mismo material incluido en el libro 27: First Set, editado por Image en mayo de 2011). Charles Soule (La Cosa del Pantano, La Muerte de Wolverine) y Renzo Podesta (El Aneurisma del Chico Punk) combinan el concepto del tristemente célebre Club de los 27 (integrado por músicos como Jimi Hendrix, Jim Morrison, Janis Joplin y Kurt Cobain, fallecidos a esa edad) con numerología y un misterio sobrenatural para crear a Will Garland, un guitarrista que supo ser exitoso pero lo perdió todo por una lesión en su mano. A sus 27 años se topará con un científico que con un experimento le permitirá volver a tocar, junto con otras habilidades llevando la historia hacia un plano místico y mitológico. ¿Entrará Will Garland al Club de los 27?","","https://i1.whakoom.com/small/1b/30/502b8b8d337c4e8187a04a29e38ac3c5.jpg","Szama Ediciones","Español (Argentina)","Rústica","https://www.whakoom.com/ediciones/399734/27-rustica"
"28 días después. Secuelas","Noviembre 2007","Dennis Calero, Diego Olmos, Ken Branch, Nat Jones, Steve Niles","978-8-496-87187-8","28 días después fue, simplemente, el principio del fin. Dos científicos idealistas desarrollan involuntariamente el virus más mortal que el mundo haya conocido... Una familia toma las decisiones más desesperadas mientras intenta sobrevivir a la fase final de la infección... Un solitario francotirador combate a los infectados en un Londres diezmado... Cuatro historias originales, crónicas del mayor horror al que la Humanidad jamás se haya enfrentado, juntas en una sangrienta conclusión, tan aterradora como el mismo virus de la ira.","","https://i1.whakoom.com/small/22/3d/5bfdb71628d348038ed468a4b7eb334b.jpg","Panini Comics España","Español (España)","Cartoné 112 pp","https://www.whakoom.com/ediciones/83/28_dias_despues_secuelas-cartone_112_pp"
"3 casas en Santa Mónica","28 de septiembre de 2023","Mikel Begoña, Iñaket","978-8-412-70173-9","Hollywood 1946. El joven guionista, Ralph escribe el guion de su vida. Mientras, en el casino fl otante de Dinny se produce un atraco y el atracador, herido en la refriega, se refugia en la casa contigua a la de Ralph y a una tercera en la que, el fotógrafo Robert Capa y la actriz Ingrid Bergman viven un tórrido idilio. Para la mente del guionista los límites entre la fi cción y la realidad son siempre difíciles de definir.","","https://i1.whakoom.com/small/14/34/12997842fbde4d8da8075185e6543c47.jpg","Harriet Ediciones","Español (España)","Cartoné 80 pp","https://www.whakoom.com/ediciones/651031/3_casas_en_santa_monica-cartone_80_pp"
"3 cuentos de La Alhambra","Noviembre 2014","Rubén Garrido","978-8-495-85679-1","Tebeo de carácter didáctico y promocional que ofrecía tres relatos de Washington Irving (""La leyenda del legado del moro"", ""La leyenda del albañil"", ""El peregrino del amor"") y, adjuntas, historietas que los adaptaban con el mismo título. (Fuente Tebeosfera)","","https://i1.whakoom.com/small/3e/1a/bb431470776d421b9257532a83846e1c.jpg","Edilux","Español (España)","Rústica 96 pp","https://www.whakoom.com/ediciones/608221/3_cuentos_de_la_alhambra-rustica_96_pp"
"3 deseos: Un cuento de hadas punk","18 de abril de 2023","Bernardo Fernández","978-6-075-57555-1","¿Qué harías si recibieras en tu iPad una oferta para que un hada punk te conceda tres deseos? ¿Ser una estrella del pop? ¿Una superheroína? ¿La mejor científica del mundo? Harlana está a punto de encontrarse justamente en estas circunstancias. En esta reinterpretación del tradicional cuento de hadas, Bef plantea unas protagonistas originales y bastante heterodoxas que deben enfrentarse a los problemas de la vida moderna. Por supuesto que cada deseo tiene consecuencias inesperadas y divertidas, y no demasiadas moralejas.","","https://i1.whakoom.com/small/15/30/38355f2632a44ead827ededda10361ed.jpg","Océano","Español (México)","Rústica 96 pp","https://www.whakoom.com/ediciones/673630/3_deseos_un_cuento_de_hadas_punk"
"3 relatos. La historia secreta del Hombre Gigante","Abril 2011","Matt Kindt","978-8-467-90451-2","¿Qué debe de sentir un individuo que mide mucho más de lo normal y… sigue creciendo? Una persona incapaz de interactuar con un mundo desproporcionado respecto a su envergadura y totalmente frágil para su fuerza. Alguien que nunca tendrá un hogar… ni una mujer a su medida. Contada en tres historias, desde los puntos de vista de las tres mujeres más importantes de su vida (su madre, su mujer y su hija), 3 relatos sigue la historia de Craig, el Hombre Gigante, desde su nacimiento hasta el presente.","","https://i1.whakoom.com/small/32/3b/12fd236e719542b8a2074d351ed618ac.jpg","Norma Editorial","Español (España)","Cartoné 192 pp","https://www.whakoom.com/ediciones/84/3_relatos_la_historia_secreta_del_hombre_gigante-cartone_192_pp"
"3 segundos","Marzo 2012","Marc-Antoine Mathieu","978-8-496-72212-5","3 segundos, el tiempo que tarda la luz en viajar 300.000 km., el tiempo que dura un disparo, una lágrima, un SMS, una explosión... Esta magnífica obra narra la historia de una ciudad, de su cotidianidad contada desde el punto de vista de un fotón. Marc-Antoine Mathieu vuelve a sorprendernos con una obra llena de ingenio y originalidad, que a su vez nos lleva a reflexionar sobre el concepto del ""tiempo"".","","https://i1.whakoom.com/small/2c/31/6d14f95a91c744d7b7204267c819ff45.jpg","Sins Entido","Español (España)","Cartoné 72 pp","https://www.whakoom.com/ediciones/85/3_segundos-cartone_72_pp"
"3, calle de los misterios","Febrero 2011","Shigeru Mizuki","978-8-492-76998-8","«3, Calle de los Misterios» explora la vena fantástico-poética que ha forjado la reputación de Shigeru Mizuki en su país. Las siete historias que conforman este volumen tienen en común la idea obsesiva de la inmortalidad y la vida después de la muerte. Mezclando con sabiduría los registros del humor negro, el drama y la moral, Mizuki muestra una vez más su profundo conocimiento del alma humana. Apasionado de los cuentos populares y de lo maravilloso que se filtra en los intersticios de los cotidiano, Shigeru Mizuki, el autor de «NonNonBa», «Operación Muerte» y «Kitaro», explora la incierta frontera que separa el mundo de los espectros del de los vivos.","","https://i1.whakoom.com/small/07/10/97acc7414ebe4a229209bb9c2ca9a70a.jpg","Astiberri","Español (España)","Rústica 238 pp","https://www.whakoom.com/ediciones/86/3_calle_de_los_misterios-rustica_238_pp"
"30 años de humor político y otras perversiones","2006","Andrés Cascioli","978-9-879-79435-7","","","https://i1.whakoom.com/small/3e/14/40e649029c9a495dba0c8c2220d59f82.jpg","Musimundo","Español (Argentina)","Rústica","https://www.whakoom.com/ediciones/341846/30_anos_de_humor_politico_y_otras_perversiones"
"30 días de noche","2003","Steve Niles, Ben Templesmith","978-8-495-71244-8","“El cómic que tenéis en vuestras manos tiene buena parte de la energía pura, incluso brutal, de una buena película de terror de los viejos tiempos. Es corto, penetrante y despiadado, con un título pegadizo, una idea sencilla pero maravillosamente inteligente y una narración que empieza a todo trapo y nunca pierde un á pice de ritmo.” Clive Barker.“Steve Niles juega con los miedos comunes al aislamiento, la oscuridad y los monstruos en una historia más escalofriante que su escenario. Un buen escritor podría extrapolar cualquiera de estos miedos en una emocionante historia, pero Niles consigue mezclar estos ingredientes en su justa medida para crear una historia que no es sólo escalofriante sino realmente espeluznante.”","","https://i1.whakoom.com/small/03/31/08ff6f8564664e788607ac582cbead98.jpg","Devir Iberia","Español (España)","","https://www.whakoom.com/ediciones/219557/30_dias_de_noche"
"30 días de noche. Días oscuros","2004","Steve Niles, Ben Templesmith","978-8-496-26261-4","En Días oscuros Stella Olemaun, la viuda del sheriff, continúa su empresa de aniquilar a los no muertos en la guerra que empezó en Alaska. La acción se traslada a las perversas calles de Los Ángeles y, si bien ahora la noche llega una vez al día, apenas un destello de sol llega a iluminar una palmera. Aquí, la oscuridad misma se convierte en un personaje vivo, que respira. Es una oscuridad frondosa, hiperdinámica y visceral, brutalmente iluminada por los destellos del cañón de las armas esparciendo vísceras y los serrados, afilados dientes de los no muertos.","","https://i1.whakoom.com/small/2f/35/023a15ef5e63466aa7cb858570488512.jpg","Devir Iberia","Español (España)","","https://www.whakoom.com/ediciones/219559/30_dias_de_noche_dias_oscuros"
"30 días de noche. Regreso a Barrow","2005","Steve Niles, Ben Templesmith","978-8-496-42241-4","","","https://i1.whakoom.com/small/2a/26/2845923da32949eead2ec7e06a6d1b0d.jpg","Devir Iberia","Español (España)","Rústica.","https://www.whakoom.com/ediciones/219561/30_dias_de_noche_regreso_a_barrow-rustica"
"30 Días de Noche: La Trilogía Original","Noviembre 2011","Ben Templesmith, Steve Niles","978-8-467-90712-4","En el pueblo de Barrow, Alaska, los inviernos son gélidos y oscuros. Una vez al año el sol se pone un día para no volver a aparecer hasta 30 días más tarde. O mejor dicho, 30 noches más tarde. Cuando un vampiro descubre la existencia del pueblo y de su larga noche, decide organizar un gran festín con los habitantes de Barrow como manjar. 30 días de horror, oscuridad y sangre en los que solo los más fuertes lograrán sobrevivir. Con 30 DÍAS DE NOCHE , DÍAS OSCUROS y REGRESO A BARROW Steve Niles y Ben Templesmith lograron convertirse en los amos de los cómics de terror moderno y llegar a un gran público gracias a la exitosa adaptación cinematográfi ca. Una trilogía que se presenta por primera vez recopilada en un solo volumen.","","https://i1.whakoom.com/small/19/1d/426969e90422469399b74a7c8ca5700e.jpg","Norma Editorial","Español (España)","Cartoné 384 pp","https://www.whakoom.com/ediciones/87/30_dias_de_noche_la_trilogia_original-cartone_384_pp"
"30 segundos en Gaza","7 de octubre de 2024","Mohammad Sabaaneh","978-8-412-92460-2","30 segundos duran los vídeos en las redes que mandan los gazatíes documentando la masacre que sufren desde el 7 de octubre. Unos vídeos y fotografías que en muchas ocasiones son borrados por las mismas redes sociales. “Por eso tomé la decisión de dibujar esos vídeos, como herramienta de documentación que no pueda ser borrada para encubrir los crímenes que se están cometiendo contra la población de Gaza”asegura desde Ramala Mohammad Sabaaneh. Unas ilustraciones que no son digitales sino dibujadas a mano con tinta china sobre papel “que no se borra con el agua ni con cualquier otra solución a forma de metáfora de que esta sangre que vemos fría y seca en las retransmisiones desde Gaza, desde sus hospitales, en la cara de sus niños… ni se va a borrar ni se va a olvidar”","","https://i1.whakoom.com/small/03/3f/ecd31131562e41b1854718e51efe0af2.jpg","Fundación Al Fanar","Español (España)","Rústica 112 pp","https://www.whakoom.com/ediciones/673742/30_segundos_en_gaza"
"300","24 de febrero de 2006","Frank Miller, Lynn Varley","978-8-484-31028-0","EDICIÓN ORIGINAL: 300 núm. 1 (27 de mayo de 1998) a 5 USA El ejército de Persia, una fuerza tan imponente que la tierra tiembla a su paso, se dispone a aplastar Grecia, una isla de razón y libertad en un mar de barbarie y tiranía. Entre Grecia y esta oleada de destrucción se interpone un pequeño grupo de trescientos guerreros. Pero esos guerreros son más que hombres… Son ESPARTANOS.","","https://i1.whakoom.com/small/09/21/1c19ee02a8914df1beadda3752616d2d.jpg","Norma Editorial","Español (España)","Cartoné 96 pp","https://www.whakoom.com/ediciones/88/300-cartone_96_pp"
"300","3 de marzo de 2017","Frank Miller, Lynn Varley","978-8-416-99948-4","Contiene: 300 Vol.1 #1 al 5 (Mayo a Septiembre de 1998 / TPB: Diciembre de 1999 - Dark Horse Comics), de la edición USA. Un clásico contemporáneo del comic en una edición impecable! 300, el aclamado comic de Frank Miller publicado originalmente en 1998 que supo inspirar a la aclamada película homónima de 2007 (y luego a una no tan aclamada de 2014). Es una interpretación de la batalla de las Termópilas (año 480 a.C.), en la que 300 guerreros espartanos trataron de frenar el avance del ejército persa de Jerjes I en su avance hacia la Grecia continental y los sucesos que la causaron, desde la visión del gran rey de Esparta, Leónidas I.","","https://i1.whakoom.com/small/32/2f/618ff28cfdc54f8399696af3a63b51c0.jpg","Ivrea Argentina","Español (Argentina)","Rústica 100 pp","https://www.whakoom.com/ediciones/409922/300-rustica_100_pp"
"300","Noviembre 2005","Frank Miller, Lynn Varley","95090-51-68-3, 978509051683","","","https://i1.whakoom.com/small/14/13/81f87b453ad14d1e820176fde2b64301.jpg","Gárgola Ediciones","Español (Argentina)","Rústica 96 pp","https://www.whakoom.com/ediciones/342189/300-rustica_96_pp"
"300 - El libro de la película","Febrero 2007","Tara DiLullo","978-8-498-47058-1","En 1998, Frank Miller y Lynn Varley, creadores de obras tan importantes como RONIN o EL RETORNO DEL SEÑOR DE LA NOCHE, hicieron tambalear los cimientos del mundo del cómic con la publicación de 300, serie que recreaba la batalla de las Termópilas, en la que trescientos soldados espartanos murieron para frenar el avance de las tropas del rey persa Jerjes. Su imponente presencia gráfica le llevó a ganar varios premios Eisner, incluidos el de Mejor Serie Limitada, Mejor Guionista/Dibujante y Mejor Colorista.","","https://i1.whakoom.com/small/0f/09/415f32a5c4af4219a85e52b48f79d806.jpg","Norma Editorial","Español (España)","Cartoné 128 pp","https://www.whakoom.com/ediciones/276469/300_-_el_libro_de_la_pelicula-cartone_128_pp"
"300 Primeras Citas","26 de octubre de 2023","Sai Asai","978-8-416-93674-8","Pierdes la memoria cada día, te lo confieso una y otra vez… Un triste primer amor entre dos chicos que se repite múltiples veces en una ciudad costera.","","https://i1.whakoom.com/small/36/26/5f953acd34e9482c8c39bfae68fe2e84.jpg","Nowevolution","Español (España)","Rústica","https://www.whakoom.com/ediciones/648089/300_primeras_citas-rustica"
"303","Noviembre 2008","Garth Ennis, Jacen Burrows","978-8-483-57721-9","","","https://i1.whakoom.com/small/3b/11/995cbfb854ca4325a401ec2458a952c2.jpg","Glénat España - Editores de Tebeos","Español (España)","Rústica 144 pp","https://www.whakoom.com/ediciones/89/303-rustica_144_pp"
"303: Las Planicies de Afganistán","9 de febrero de 2021","Garth Ennis, Jacen Burrows","978-6-076-34946-5","En las montañas afganas, una docena de miembros de las fuerzas es rusas persiguen a sus homólogos británicos. Su misión: descubrir un secreto cuyos detalles están lejos de imaginar. El líder del escuadrón ruso, un veterano coronel con una vida marcada por los conflictos armados, es acosado por los fantasmas de su pasado. Sin embargo, la batalla que está por librar en esas tierras ancestrales cambiará su vida como nunca, hundiéndolo en un torbellino de violencia que no dejará indiferente a ninguna persona cuerda. Garth Ennis (The Boys, Crossed) y Jacen Burrows (Chronicles of Wormwood, Neonomicon) retratan en este título la historia del soldado por excelencia.","","https://i1.whakoom.com/small/00/25/90df0d720c6344a8a3131653c1b6cc27.jpg","Panini Comics México","Español (México)","Cartoné 144 pp","https://www.whakoom.com/ediciones/605837/303_las_planicies_de_afganistan-cartone_144_pp"
"33 abuelas","Agosto 2006","Luis Cauqui, Sergio Bleda","978-8-493-72392-7","A las abuelas no les gusta viajar, ni los cambios, ni mucho menos las prisas. Entonces, ¿por qué hay 33 abuelas apuradí­simas por llegar todas al mismo sitio y a la misma hora, aunque eso suponga recorrer enormes distancias por tierra, mar y aire en tiempo récord? ¿Qué hay en la tierra capaz de movilizar de esa manera a tal cantidad de abuelas? Este álbum cuenta la historia de un viaje disparatado, extravagante y lleno de misterios, en el que conoceremos a las abuelas más aventureras y cabezotas del mundo.","","https://i1.whakoom.com/small/0a/29/eaffd2fce3a9481dadbc57b0a617e8b6.jpg","Dibbuks","Español (España)","Cartoné 24 pp","https://www.whakoom.com/ediciones/91/33_abuelas-cartone_24_pp"
"35 Calaveras","17 de junio de 2021","Eduardo Mazzitelli, Enrique Alcatena","978-9-874-80070-1","“35 calaveras” es un libro de 192 páginas, con dibujos en blanco y negro, obra inédita en castellano con un epilogo dibujado exclusivamente para la edición argentina. Estupenda novedad de mayo. “En alguna parte, atrapado por las entrañas de la tierra (capaces de devorar tantos secretos), existe un recinto circular, con paredes de terracota divididas en bóvedas sombrías. Contiene 35 calaveras. Son las reliquias de los héroes más grandes de su tiempo. Detrás de todas hay historias que merecen contarse”.","","https://i1.whakoom.com/small/29/36/9a90874af0444f7bb7128571fce35444.jpg","Historieteca Editorial / Puro Comic","Español (Argentina)","Rústica","https://www.whakoom.com/ediciones/607613/35_calaveras-rustica"
"39 semanas","Enero 2016","Esther Gili","978-8-416-48928-2","","","https://i1.whakoom.com/small/0c/0b/d866a96dee9d499eb4f7b71c4e9859c0.jpg","Lünwerg","Español (España)","","https://www.whakoom.com/ediciones/488311/39_semanas"
"3Keys","13 de enero de 2022","David Messina","978-8-893-36348-8","¿Qué pasaría si la última esperanza de la humanidad contra los Grandes Antiguos fuera una impetuosa e inquieta chica, descendiente de Randolph Carter, famoso viajero de los sueños narrado por HP Lovecraft, y su violento pero refinado mentor? ¿Y qué pasaría si los habitantes de otra dimensión, ubicada entre las realidades más profundas y oscuras, llegasen a nuestras ciudades para salvar sus vidas de los Grandes Antiguos? ¿O para servirlos y preparar la tierra para su invasión? En una Nueva York de nuestros días nos presentan a Noah Y Theon y su misión, también nos enseñan como los Grandes Antiguos están volviendo a la tierra a través de la Tierra Del Sueño.","","https://i1.whakoom.com/small/06/02/9ed5ced24fb84564a13b869da7e4c65e.jpg","Shockdom España","Español (España)","Cartoné 144 pp","https://www.whakoom.com/ediciones/620775/3keys-cartone_144_pp"
"3x1","","Inma R.","978-8-496-78916-6","A veces la amabilidad es fría, y la frialdad esconde sentimientos puros debajo de una gran capa de hielo. Miina es una chica de 15 años enamorada de Haru, un compañero que acude a su misma clase. Ella quiere acercarse a él, pero el trato amable que recibe la hace retroceder y responder fríamente. Por otro lado, él quiere el amor de Miina, aunque lo único que consigue es un tremendo miedo a sentirse odiado, por lo que no existe en un primer momento ningún acercamiento. Por si las cosas ya no fueran por si complicadas, aparece un amigo de infancia de Haru: Chris, que ha estado estudiando en los Estados Unidos. Miina descubrirá entonces los sentimientos que esconde el corazón de Haru, algo que jamás hubiera podido imaginar…","","https://i1.whakoom.com/small/30/0a/bac229dac0fe4dfb9ba7d679d1900c20.jpg","Medea","Español (España)","Rústica","https://www.whakoom.com/ediciones/377780/3x1-rustica"
"4 Amores Adictivos","Octubre 2008","Mayumi Yokoyama","978-8-492-44990-3","Aunque hayamos salido con muchos chicos, cuando nos enamoramos de verdad siempre nos entra miedo. ¡Aquí tenéis cuatro historias de amor puro seleccionadas por Mayumi Yokoyama! Mai se enamora de Amano, que tiene novia. Rian debe pasar el verano en un campamento. Nao se emborracha y se acuesta con su amigo. Wakana forma parte de un triángulo amoroso con sus dos amigos de la infancia. ¡No os perdáis las aventuras amorosas de estas cuatro chicas!","","https://i1.whakoom.com/small/04/0f/7976f04e1ef34f8f804c151a199f3f3f.jpg","Ivrea","Español (España)","","https://www.whakoom.com/ediciones/97/4_amores_adictivos"
"4 Cordobeses en el Infierno","Mayo 2023","Luisa Navarro, Cristina García, Pedro J. Colombo, Aintzane Landa","978-8-411-75402-6","Juan Carmona Rivera, José Corrales Rivera, Rafael Fiñana Navas y Eustaquio Fernández Pedrajas eran naturales de los municipios cordobeses de Belmez y Alcaracejos y, con 15, 16, 17 y 18 años respectivamente, fueron deportados en 1940 al campo de concentración de Mauthausen (Alemania). Dos de ellos -Carmona y Fiñana-, murieron gaseados. Los otros dos, lograron sobrevivir. Ahora, para recordar su memoria y la de todas las personas que fueron deportadas a los campos nazis, un cómic rescata su historia para dar a conocer entre estudiantes el horror que vivieron estos cuatro jóvenes como ellos. ""La memoria hecha cómic sobre el horror de cuatro jóvenes cordobeses en Mauthausen"" - Carmen Reina (Diario Cordópolis).","","https://i1.whakoom.com/small/03/37/fb3cd12dc83c4ba6b9ca5acd878b432c.jpg","Editorial Círculo Rojo","Español (España)","Grapa 28 pp","https://www.whakoom.com/ediciones/648107/4_cordobeses_en_el_infierno-grapa_28_pp"
"4 Esquinas","2016","Claudio Rocco","978-9-569-70202-0","En este libro de historietas podrás encontrar cuatro relatos urbanos, que con picardía, ingenio y entusiasmo logran hablar de miseria, intolerancia, sufrimiento, de aquellos que no tuvieron cabida en esta correcta sociedad, de los miedos y de este mundo cabrón que nos ahoga, pero también de los sueños y de la esperanza de todos nosotros, de las calles que pisamos teniendo una sonrisa o una lágrima en la cara, o ambas.","","https://i1.whakoom.com/small/00/35/45893bd4e1be47b9b1a6528eb2f8dca8.jpg","Pánico Ediciones","Español (Chile)","Rústica","https://www.whakoom.com/ediciones/489147/4_esquinas-rustica"
"4 Formas de Ligar","Diciembre 2009","Mayumi Yokoyama","978-8-492-72598-4","Tras el exitoso Cuatro Amores Adictivos, Mayumi Yokoyama presenta otra recopilación de historias cortas, centrada en la vida amorosa de cuatro chicas y sus relaciones. Está Nina que se aprovecha de una accidente del chico que le gusta para ir a cuidarlo a cambio de ""algo"", y Risa que debe persuadir a su ex-novio para recuperar unas fotos provocativas que éste le ha robado. Los enredos de Chika y Eri con sus respectivas parejas tampoco serán nada sencillos.","","https://i1.whakoom.com/small/0a/08/9e0d0762a4394b408bb2036e6cfd39b3.jpg","Ivrea","Español (España)","","https://www.whakoom.com/ediciones/99/4_formas_de_ligar"
"4 manos","27 de noviembre de 2007","Paco Ignacio Taibo II, Améziane","978-9-689-06309-4","El hispano-mexicano PacoIgnacioTaiboII, prolífico escritor y, entre otras actividades, codirector de la SemanaNegradeGijón, ha visto recientemente una de sus obras, la multipremiada CuatroManos, adaptada en viñetas por el francés Améziane. El primer álbum ofrece tres relatos: en los años 70, Alex, el jefe del “Shit Department"" de la CIA, prepara un nuevo caso en Nicaragua al tiempo que investiga contrarrevolucionarios muertos en América Latina y nos cuenta el peculiar funcionamiento de su departamento; Stan Laurel -el de El Gordo y el Flaco- presencia el asesinato de Pancho Villa en Ciudad Juárez en 1923; en tiempos más recientes a nosotros, Greg y Julio son dos periodistas que trabajan para el mejor postor y arriesgan sus vidas. Tres historias, una sola verdad... ¿qué nexo común hay entre ellas? Originalmente publicada en Francia en 2006 por EmmanuelProustÉditions -","","https://i1.whakoom.com/small/3d/35/986d327476ef43dd85aa001966d7d81a.jpg","Caligrama","Español (México)","Rústica 108 pp","https://www.whakoom.com/ediciones/657524/4_manos-rustica_108_pp"
"4 segundos","2003","Alejo García Valdearena, Feliciano García Zecchin","978-8-478-33522-0","","","https://i1.whakoom.com/small/2c/1a/82c8bd5319c24d289678e2e6e0397dc8.jpg","Ediciones La Cúpula","Español (España)","Grapa 52 pp","https://www.whakoom.com/ediciones/100/4_segundos-grapa_52_pp"
